Date,Open,High,Low,Close
2004-09-30,19.495885848999023,19.68361649646039,19.49197559541308,19.652328491210938
2004-10-31,19.69142887308313,20.896001876123865,19.65232037456779,20.76694107055664
2004-11-30,20.806041265040985,21.987139197056106,20.684800920198047,21.58822631835937
2004-12-31,21.64688460329517,22.762784246378523,21.63906409675777,22.614818572998047
2005-01-31,22.694799191917564,22.694799191917564,20.50330869492145,20.67926788330078
2005-02-28,20.755246210732203,22.038959211508573,20.67526422701159,21.335111618041992
2005-03-31,21.295130996393127,22.20691458916692,20.5952874514939,20.9708194732666
2005-04-30,21.28242987646844,22.180843353271484,20.687547672878,22.180843353271484
2005-05-31,22.257731378590627,23.37465759737648,21.9218412367842,22.96187400817871
2005-06-30,22.9861555638092,24.317568663847787,22.913311988600068,24.01753044128418
2005-07-31,24.02162678192546,25.817819995858425,24.00935256132556,25.731897354125977
2005-08-31,25.81781778454933,25.96102274825978,23.49380462425793,24.68854522705078
2005-09-30,24.786749432263544,25.404581880015844,23.894788071249145,25.01858139038086
2005-10-31,25.064097932959868,25.064097932959868,22.779520194566405,24.29842185974121
2005-11-30,24.298432316732185,25.72628402709961,23.536907536155955,25.308269500732425
2005-12-31,25.38277738485785,25.8463153470106,25.064102811763096,25.31441116333008
2006-01-31,25.475922570257257,27.36302797192024,25.144404569564347,27.2227725982666
2006-02-28,27.26528110200197,28.06432940368759,26.47472499865038,27.728553771972656
2006-03-31,28.13655827283876,29.775549361592866,27.57553078859892,29.035947799682617
2006-04-30,29.134289697329308,29.185587898769228,27.129301227968973,28.04844093322754
2006-05-31,28.210877933689208,28.48449072203812,26.37262207381938,27.29174423217773
2006-06-30,27.36016221587372,28.83579581706744,27.313128135244124,28.64569091796875
2006-07-31,28.8271626637491,29.872750220206655,28.55927938624465,29.76041030883789
2006-08-31,29.64375329467372,30.95291153736268,29.095031051793587,30.7973690032959
2006-09-30,30.931292269938982,31.79541144750503,30.3566543216253,31.402793884277344
2006-10-31,31.45950634993365,33.49633206579309,31.097504286273537,33.29570007324219
2006-11-30,33.374206172640086,34.9792368435329,31.703746135666727,34.88764572143555
2006-12-31,34.97923797129101,35.39359348773254,33.34200194886836,34.244815826416016
2007-01-31,34.39601909019214,37.33129271783572,33.54658782927894,37.25123977661133
2007-02-28,37.282384640040576,38.88787519548773,35.61460891102236,36.24615097045898
2007-03-31,35.75693219818115,36.37956601271024,33.93349375543141,35.49406051635742
2007-04-30,35.471709037635804,36.56759506556271,35.09148178927135,35.449337005615234
2007-05-31,35.56116640976376,35.70877879728214,32.74308576245663,35.31514358520508
2007-06-30,35.44486535150629,35.67298661540036,31.314277275602365,32.134029388427734
2007-07-31,32.251795966266975,33.65581307614953,29.036134719848636,29.4799861907959
2007-08-31,29.44375928871113,31.90306314361681,28.54246747681905,31.4682731628418
